,artiss,juduls,chords
164,Nanoe Biroe,Nanoe Biroe Merasa Coklat,"G     C
Nu ke adi inget dugas iraga
       Em
Ketemu di kafe remang
      Am
Dugas beli ngajak timpal-timpal beline
F        G
Melali kemu

    C
Melengok beli ningalin adi
               Em
Waitress kafe jegeg lan sexy
    Am
Meketug-ketug jantung beli
              F        G
Sumpah mati beli jatuh hati ken adi

C        Em
Na...na...na...
 Am           F     G
Beli jatuh hati ken ragan adi
C        Em
Na...na...na...
 Am          F     G
Yeni cewek kafe idamang beli

     C
Buin manine pedidi beli kemu ke kafe
          Em
Di tongos adi ne megae
       Am
Nasib luung nyarengin dewek beli
  F               G
PDKT berjalan mulus

    C
Jam 12 peteng teng beli ngewanenin raga
       Em
Nembak ragan adine
    Am
Mekenyem manis bibih adi
              F          G
Lan anggut-anggut ngenyakin beli

  C               Em
Rasa liang manahe mebunga-bunga
      Am
Jani ngelah tunangan Yeni
        F              G
Cewek kafe jegeg lan sexy

     C                Em
Sing perduli anake ngomong kene keto
         Am
Tresnan beli jani suba kadung neket
      F         G     C
Tain emeng merasa coklat

[MELODI]
C Em Am F G (2x)

C        Em
Na...na...na...
 Am           F     G
Beli jatuh hati ken ragan adi
C        Em
Na...na...na...
 Am          F     G
Yeni cewek kafe idamang beli

     C
Buin manine pedidi beli kemu ke kafe
          Em
Di tongos adi ne megae
       Am
Nasib luung nyarengin dewek beli
  F               G
PDKT berjalan mulus

               C
Jam..jam..jam..jam 12 peteng teng
                        Em
Beli ngewanenin raga nembak ragan adine
    Am
Mekenyem manis bibih adi
              F          G
Lan anggut-anggut ngenyakin beli

  C               Em
Rasa liang manahe mebunga-bunga
      Am
Jani ngelah tunangan Yeni
        F              G
Cewek kafe jegeg lan sexy

     C
Sing..sing..sing perduli beli
                       Em
Yadiastun anak ngomong kene lan keto
         Am
Tresnan beli jani suba kadung neket
      F         G     C
Tain emeng merasa coklat"
153,4WD,4WD Curahan Hati,"G      D       Em     Bm       C
Adi jegeg dingehang jani pirengang
        G        Am          D
Tembang puniki curahan hatin beline
G     D       Em    Bm       C
Adi jegeg sampunang adi sengsaya
        G         Am       D
Tresnan beline sujati ken adi

[INTRO]
G D Em Bm
C G D

G                      Am
Beli mula tusing je nak muani romantis
C                   G   D
Kanti ngemang adi bunga
G                         Am
Beli minab tusing je care pujangga cinta
C                         G  D
Ulian meangkihan lekad puisi

[REFF]
G      D       Em     Bm       C
Adi jegeg dingehang jani pirengang
        G        Am          D
Tembang puniki curahan hatin beline
G     D       Em    Bm       C
Adi jegeg sampunang adi sengsaya
        G         Am       D
Tresnan beline sujati ken adi

G                               Am
Beli tusing je kemu nganggur negakin BMW
C                  G  D
Ape buin ngabe Harley
G                           Am
Beli mula tuah nak muani ne memodal tresna
C                  G  D
Tuah tresna ne sujati

Em         Bm         C
Janji ring hati kal satya
          D          Em         Bm    C D
Sumpah mati beli tresna ring dasar hati
Em       Bm         CTresna beli ne sujati
        D        Em       Bm     C D
Mebesik tuah ke adi tulus ring hati

G      D       Em     Bm       C
Adi jegeg dingehang jani pirengang
        G        Am          D
Tembang puniki curahan hatin beline
G      D       Em     Bm       C
Adi jegeg dingehang jani pirengang
        G        Am          D
Tembang puniki curahan hatin beline

G     D       Em    Bm       C
Adi jegeg sampunang adi sengsaya
        G         Am       D
Tresnan beline sujati ken adi
  C     D
Ooo...ooo...
            G
Sujati ken adi"
194,Lebri Partami,Lebri Partami Tresna Terlarang (Versi Akustik),"G      C         D
Saje manis ne rasayang
G      C          D
Sehase keweh ngengsapang
G        C         D          G
Sekancan kenangan rage ne pidan
C                  D
Ked jani nu keingetang

  C                 D
Manis kenyem beli anget gelutan beli ne
    Em                D
Ne ngae tiang setate rindu
     Em                 D
Rasa dot buin tiang ketemu
         C                   D
Nanging sube pasti ade ne cemburu

[REFF]
G      D         Em
Ngude irage ketemu
  Bm     C          D         G      D
Disubane irage suba ade ne ngelahang
G     D       Em
Ngude irage ketemu
Bm          C      D        G    D
Disubane mekejang sube terlarang

C                D
Manis kenyem beli anget gelutan beli ne
   Em                 D
Ne ngae tiang setate rindu
     Em                  D
Rasa dot buin tiang ketemu
        C                   D
Nanging sube pasti ade ne cemburu

[REFF]
G       D        Em
Ngude irage ketemu
  Bm     C          D         G      D
Disubane irage suba ade ne ngelahang
G      D      Em
Ngude irage ketemu
Bm          C     D       G       
Disubane mekejang sube terlarang"
70,Lebri Partami,Lebri Partami Sadar,"G       G/F#  Em
Sube makelo tiang dini negak
C             D            G         D
Bengong ngenehang keneh ne sing jelas
G          G/F#      Em
Ningalin bulanne mekenyem
     C          D           G
Nyinarin anak ne sedeng kasmaran

G       G/F#  Em
Bibihe mekenyem ngengkebang
     C       D         G
Rasa Inguh ne ade di kenehe
    C        D         G
Rasa dot buin tiang ngengsapang
  G/F#    Em     C    D        G
Nanging tuah beli ne ade di pikiran

      Em                  Bm
Dot rasa buin tiang gedeg ken beli
         C                  D
Nanging kenehe dot nyayangin beli

[REFF]

G          G/F#     Em             D
Sadar ja beli dini tiang nyayangin beli
  C         G
Suud ja amonto
          C        D
Nganguang kita padidi

G         G/F#      Em            D
Sadar ja beli dini tiang tresnain beli
  C          G
Tolih dewek tiang
     C       D          G D
Ane setate satia ken beli

G       G/F#  Em
Bibihe mekenyem ngengkebang
     C        D         G
Rasa inguh ne ade di kenehe
     C       D            G
Rasa dot buin tiang ngengsapang
  G/F#    Em    c   D         G
Nanging tuah beli ne ade di pikiran

      Em                 Bm
Dot rasa buin tiang gedeg ken beli
        C                    D
Nanging kenehe dot nyayangin beli

G         G/F#       Em             D
Sadar ja beli dini tiang nyayangin beli
  C         G
Suud ja amonto
          C         D
Nganguang kita padidi

G         G/F#      Em            D
Sadar ja beli dini tiang tresnain beli
  C          G
Tolih dewek tiang
     C       D          G D
Ane setate satia ken beli"
97,Kis Band,Kis Band Secret Lover,"G            C
Beli sayang kamu
Em          D
Beli rindu kamu...

[INTRO] 
  G C Em D

   G                            C
Tresna tumbuh tusing ngorang ngorang
   Em                        D
Rasa hidup tusing harus sambatang
G                     C
Galah mejalan tusing ade ne ngalahang
Em              D
Tresnan beli sekuat batu karang

  Am                Bm
Yadiastun adi sube ade ne ngelahang
       C                   D
Tusing ngaenang beli menyerah
           C                G
Memperjuangkan, ape ane ade di hati
      Am                            D
Yadiastun ne terlarang beli harus jujur

[REFF]
G             C    Em         D
Beli sayang kamu, beli rindu kamu
      G                     C
Yadiastun kamu sing sayang aku
      Em                   D
Yadiastun kamu sing kenal aku
   C      D
Im yours, your secret lover

[INTERLUDE]
  G C Em D
  G C Em D

    Am             Bm
Yadiastun adi sube ade ne ngelahang
       C                 D
Tusing ngaenang beli menyerah

[REFF]

G             C    Em         D
Beli sayang kamu, beli rindu kamu
      G                     C
Yadiastun kamu sing sayang aku
      Em                   D
Yadiastun kamu sing kenal aku
   C      D
Im yours, your secret lover

G C Em D
Beli sayang kamu, beli rindu kamu
G C
Yadiastun kamu sing sayang aku
Em D
Yadiastun kamu sing kenal aku
   C      D
Im yours, your secret lover

  G             C
( Beli sayang kamu ) ... your secret lover
  Em            D
( Beli rindu kamu ) ... your secret lover
 G             C
( Beli sayang kamu ) ... your secret lover
  Em            D
( Beli rindu kamu ) ... your secret lover
 G             C
( Beli sayang kamu ) ... your secret lover
  Em            D
( Beli rindu kamu ) ... your secret lover
 G             C
( Beli sayang kamu ) ... your secret lover
  Em            D
( Beli rindu kamu ) ... your secret lover
 G             C
( Beli sayang kamu ) ... your secret lover
  Em            D
( Beli rindu kamu ) ... your secret lover


[OUTRO]
  G C Em D"
94,Lolot,Lolot Jegeg Bagus Bajang Bali,"G             Em      
Jegeg bagus bajang-bajang
C            D
Mebusana adat bali
G             Em
Jegeg bagus bajang bajang
C                D
Ritatkala ngaturang bakti

G             Em      
Jegeg bagus bajang-bajang
C            D
Mebusana adat bali
G             Em
Jegeg bagus bajang bajang
C                D
Ritatkala ngaturang bakti

G            Em      C          D 
Dumogi sida kawekasan baline nu tetep asri
G            Em      C          D 
Dumogi sida kawekasan baline ajeg lestari 
   
G        Em      C          D 
Melahang-melahang nyage gumi baline 
G          Em     C          D 
Pang tusing je nganti adene ngusak asik
G        Em      C          D 
Melahang-melahang nyage gumi baline 
G          Em     C          D 
Pang tusing je nganti adene ngusak asik

Em                C
Suwud monto malu mejograh.....mejograh
G                   D 
Saling pakpak ngajak nyama
Em          C
Mesiat ulian politik....politik 
G                    D
Ane tusing ngeraneyang bedag
 
Em                 C
Suwud monto malu mejograh....mejograh
G                   D
Saling pakpak ngajak nyama 
Em            C
Mesiatin wates desa.....
G                    D
Wates desa ape buin ulian sema 

G        Em      C          D 
Melahang-melahang nyage gumi baline 
G          Em     C          D 
Pang tusing je nganti adene ngusak asik
G        Em      C          D 
Melahang-melahang nyage gumi baline 
G          Em     C          D 
Pang tusing je nganti adene ngusak asik

[MELODI] : G Em C D

G        Em      C          D 
Melahang-melahang nyage gumi baline 
G          Em     C          D 
Pang tusing je nganti adene ngusak asik (5x)

G             Em      
Jegeg bagus bajang-bajang
C            D
Mebusana adat bali
G             Em
Jegeg bagus bajang bajang
C                D
Ritatkala ngaturang bakti"
20,703 Band,703 Band Kamu,"G                C
How can i say, i love you
    Em                D
Sejuta mawar yang aku berikan
       C
Kamu buang begitu saja

G                C
How can i say, i miss you
    Em             D      C
Saat merindu kamu abaikan semua
       D             C
Hancurnya aku mencintai kamu
       D             C           D
Bodohnya aku menyayangi kamu.. kamu

[REFF]

    G                     Bm
Aku kan menyerah untuk mencintaimu
 Am                      G    D
Jika hanya perih hati menyiksaku
    G                     Bm
Aku kan mengalah untuk menyayangimu
 Am                   G    D
Jika hanya kecewaku menantimu

[INTERLUDE]
   G C G C

G                C
How can i say, i love you
    Em                D
Sejuta mawar yang aku berikan
       C
Kamu buang begitu saja

G                C
How can i say, i miss you
    Em             D      C
Saat merindu kamu abaikan semua
       D             C
Hancurnya aku mencintai kamu
       D             C           D
Bodohnya aku menyayangi kamu.. kamu

[REFF]

    G                     Bm
Aku kan menyerah untuk mencintaimu
 Am                      G    D
Jika hanya perih hati menyiksaku
    G                     Bm
Aku kan mengalah untuk menyayangimu
 Am                   G    D
Jika hanya kecewaku menantimu

[MELODI]
   C D Bm Em D
   C D

    G                     Bm
Aku kan menyerah untuk mencintaimu
 Am                      G    D
Jika hanya perih hati menyiksaku

[REFF]

    A                     C#m
Aku kan menyerah untuk mencintaimu
 Bm                     A     E
Jika hanya perih hati menyiksaku
    A                      C#m
Aku kan mengalah untuk menyayangimu
Bm                    A    E
Jika hanya kecewaku menantimu

A               D
Aku kan menyerah.. aku kan menyerah
A             D
Aku kan menyerah
A               D
Aku kan menyerah..aku kan menyerah
A             D
Aku kan menyerah"
113,Harmonia,Harmonia Kekasih Sanubariku,"G                   D
Awal kisah ku mulai goreskan kata indah
Em                D
Senandung lagu ini tersirat penuh makna
C                    G            D
Senyum lembut hatimu beriku ketenangan

G                   D
Genggam erat tanganku dan peluklah diriku
Em                   D
Untuk ku rangkul erat hatiku dalam gelap
C                   G
Tapi dinginnya malam selimuti diriku
D
Dan kau datang untuk temani semua

[REFF]
        G                D
Oh kekasihku yang kusayangi
      Em                  D
Oh kekasihku takkan terganti
      C          G           D
Di dalam sanubariku kau terindah

[MELODI]
G D Em D
C G D

G                D
Percayalah padaku kan ku jaga dirimu
Em                  D
Hingga akhir hayatku kan datang menjemputku
C              G             D
Selama itu pula ku akan temanimu

[REFF] (2x)
        G                D
Oh kekasihku yang kusayangi
      Em                  D
Oh kekasihku takkan terganti
      C          G           D
Di dalam sanubariku kau terindah

[MELODI]
G D Em D
C G D E

[REFF]
        A                E
Oh kekasihku yang kusayangi
      F#m                  E
Oh kekasihku takkan terganti
      D          A           E         A
Di dalam sanubariku kau terindah.. Huwoo..."
15,Oney Band,Oney Band De Munju Munju,"G                                    D
De munju munju mare beli ngorang rindu
De nyampah nyampahang
                       C
Mare beli ngorang sayang
                                 D 
Sujati uli pidan beli demen jak adi
                             G
Nanging beli sing bani nekedang

G                                    D
De nyaru nyaru yening demen ngajak beli
Demi adi, sumpah mati,
                    C
Cinta mati, sayang adi, rindu adi
                        D
Yening adi bani nolak beli
                            G
Beli lakar ngemasin bunuh diri

[INTRO]
  G D C D (2x)

G          D            C
De gedeg nah, de pedih nah
         D             G
Yening beli jujur jak adi
G             D             C
Tujuan beli nelpon, sms-an adi
            D                   G
Nak uli mekelo beli demen jak adi

[INTRO]
  G D C D

G          D          C
Mekenyem nah mekejit nah
          D               G
Yening beli teke ke umah adi

G               D
Yening adi nyebeng
              C
Yen adi cemberut
             D                         G
Caket bibih beline lakar ngucapang tresne

G                                    D
De munju munju mare beli ngorang rindu
De nyampah nyampahang
                       C
Mare beli ngorang sayang 

                                D
Sujati uli pidan beli demen jak adi
                             G
Nanging beli sing bani nekedang

G                                    D
De nyaru nyaru yening demen ngajak beli
Demi adi, sumpah mati,
                    C
Cinta mati, sayang adi, rindu adi
                        D
Yening adi bani nolak beli
                            G
Beli lakar ngemasin bunuh diri

G             D                  C
Adi mekenyem sambilang nekep bibih
            D
Ciri belinu ngelah harepan
G                  D
Yening adi sanggup ngenyakin beli
C                       D
Satu kata ne penting beli ucapkan
    G
Makasi......

G                   D
De mandang beli bocok
                   C
De mandang beli lacur
                   D
Ne penting keneh beli
                  G
Seken seken jak adi

G                     D
De mandang beli uli joh
                       C
De mandang beli kampungan
                    D
Ne penting beli ngidang
                 G
Ngaenang adi bagia

[INTRO]
  G D C D (2x)

G          D          C
Mekenyem nah mekejit nah
          D               G
Yening beli teke ke umah adi

G               D
Yening adi nyebeng
              C
Yen adi cemberut
             D                         G
Caket bibih beline lakar ngucapang tresne

G                                    D
De munju munju mare beli ngorang rindu
De nyampah nyampahang
                       C
Mare beli ngorang sayang

                                D
Sujati uli pidan beli demen jak adi
                             G
Nanging beli sing bani nekedang

G                                    D
De nyaru nyaru yening demen ngajak beli
Demi adi, sumpah mati,
                    C
Cinta mati, sayang adi, rindu adi
                        D
Yening adi bani nolak beli
                            G
Beli lakar ngemasin bunuh diri

G             D                  C
Adi mekenyem sambilang nekep bibih
            D
Ciri belinu ngelah harepan
G                  D
Yening adi sanggup ngenyakin beli
C                       D
Satu kata ne penting beli ucapkan
    G
Makasi......

G             D                  C
Adi mekenyem sambilang nekep bibih
            D
Ciri belinu ngelah harepan
G                  D
Yening adi sanggup ngenyakin beli
C                       D
Satu kata ne penting beli ucapkan
    G
Makasi......

G                   D
De mandang beli bocok
                   C
De mandang beli lacur
                   D
Ne penting keneh beli
                  G
Seken seken jak adi

G                     D
De mandang beli uli joh
                       C
De mandang beli kampungan
                    D
Ne penting beli ngidang
                 G
Ngaenang adi bagia

[OUTRO]
   G D C D (2x)"
30,Lolot,Lolot Pasawitran Bali Rockers,"Em         C
Iraga mesikian
G             D
Numpahang sekancan rasa
Em     C
Suka wiadin duka
G          D
Pada rasayang bareng

Em           C
Artha sane mautama
G          D
Iraga masawitra
C                    D
Dumogi tetep langgeng
    G
Kawekasan

[INTERLUDE] 
  G C D ( 2X )

Em          C
Kedasarin manah melah
 G            D
Iraga saling ajiang
Em        C
Asah asih lan asuh
G          D
Sampunang keengsapang

Em              C
Ngiring ngrestiti bhakti
G              D
Acepang indik pemargi
C                 D
Dumogi nemu rahayu
      G  C D
Makasami

[REFF]

Em   C      G
Matur suksma
    D             Em
Pesawitran titiang
      C
Antuk galah Sampun
  G         D              Em
Nyarengin titiang metembang

     C 
Matur suksma
G   D              Em
Pesawitran titiang
      C 
Sane sampun satya
   G        D
Tetep nyaga

Em   C     G      D   Em
Pasa...witran ira...gane
   C     G   D    Em
Boya kewatesin genah
Em   C     G      D   Em
Pasa...witran ira...gane
   C     G   D    Em
Boya kewatesin Kasta

[MELODI]
 Em C G D ( 3xX ) C D

Em              C
Kirang langkung iraga
G             D
Meurip dados manusa
Em         C
Pade pade druenang
  G         D
Iraga saling isinin

Em             C
Ten wenten ne gedenan
G            D
Ten wenten ne cenikan
        C               D
Kewentenane rage ne sami
             G  C D
Tuah dados asiki

[REFF 2x]

Em   C      G
Matur suksma
    D             Em
Pesawitran titiang
      C
Antuk galah Sampun
  G         D              Em
Nyarengin titiang metembang

     C 
Matur suksma
G   D              Em
Pesawitran titiang
      C 
Sane sampun satya
   G        D
Tetep nyaga

Em          C
Kedasarin manah melah
 G            D
Iraga saling ajiang
Em        C
Asah asih lan asuh
G          D
Sampunang keengsapang

Em              C
Ngiring ngrestiti bhakti
G              D
Acepang indik pemargi
C                 D
Dumogi nemu rahayu
      G  C D
Makasami"
18,D'Ubud Band,D'Ubud Band Iluh Oh,"Em          Bm     C               G
Bengong pedidi di beten lampu mercury
Em        Bm     C         D 
Di duur trotoar jalane metimpal sepi
Em         Bm       C                  G  
Di kenehe tuah misi mekudang kudang rawat adi
Em      Bm      C            D
Apa ja adi jani tusing inget ajak beli

[REFF] [2x]

G
I Luh..
D               Em
Dong anggurin beli buin mani
Bm               C 
Dong plalinin beli buin mani
G              Am         D
Apang tusing beli buduh pedidi

Em         Bm      C        G
Enggalang iluh beli jejeh pedidi
Em            Bm         
Abang mekejang rawat iluhe
C            D
Dini beli mengantosang

[REFF] [2x]

G
I Luh..
D               Em
Dong anggurin beli buin mani
Bm               C 
Dong plalinin beli buin mani
G              Am         D
Apang tusing beli buduh pedidi

D#         F                 G    
....Ipidan iluh suba taen mejanji
D#            F              G
....tusing dadi lempas ken janji

[INTERLUDE]
   G D Em Bm
   C G Am D

[REFF] [2x]

G
I Luh..
D               Em
Dong anggurin beli buin mani
Bm               C 
Dong plalinin beli buin mani
G              Am         D
Apang tusing beli buduh pedidi

A
I Luh..
          E     F#m
Dong anggurin beli buin mani
C#m              D 
Dong plalinin beli buin mani
A               Bm       E
Apang tusing beli buduh pedidi

I luh... Oh.. (4 x)"
141,Kis Band,Kis Band Sabar,"E   G#m          C#m B
Ape mule sing jodoh
E   G#m          C#m
Ape mule sing searah
      A
Jani beli lakar ngalah

      G#m
Beli tusing lakar nyerah
      A                     B
Beli lakukan ini untuk kebaikan

E     G#m               C#m B
Semuanya telah tiang berikan
E     G#m                C#m
Semuanya telah tiang korbankan
         A
Yening ento tusing ngidang

       G#m
Ngisinin pikeneh ayang
      A
Smoga ini menjadi
                      B
Perpisahan yang terindah

[REFF]
  E        B
Sabar...sabar...
     C#m              G#m
Jani adi bebas nyalanang hidup
A                    G#m   B
Bebas ngalih penggantin beli

  E        B
Sabar...sabar...
       C#m              G#m
Nanging ingetang diolas ingetang
A                 G#m      B
Melah-melahang je beli mejalan

E     G#m             C#m  B
Semuanya telah beli lakukan
E       G#m                C#m
Semuanya telah tiang korbankan
         A
Yening ento tusing ngidang

       G#m
Ngisinin pikeneh ayang
      A
Smoga ini menjadi
                      B
Perpisahan yang terindah

[REFF]
  E        B
Sabar...sabar...
     C#m              G#m
Jani adi bebas nyalanang hidup
A                    G#m   B
Bebas ngalih penggantin beli

  E        B
Sabar...sabar...
       C#m              G#m
Nanging ingetang diolas ingetang
A                 G#m      B
Melah-melahang je beli mejalan

              A
Adi sing dadi nyesel
              G#m
Adi sing dadi nyesel
              A
Adi sing dadi nyesel
     B
Buin mani

[MELODI]
A G#m A B

  E        B
Sabar...sabar...
       C#m              G#m
Nanging ingetang diolas ingetang
A                 G#m      B
Melah-melahang je beli mejalan

  E        B
Sabar...sabar...
     C#m              G#m
Jani adi bebas nyalanang hidup
A                    G#m   B
Bebas ngalih penggantin beli

  E        B
Sabar...sabar...
       C#m              G#m
Nanging ingetang diolas ingetang
A                 G#m      B
Melah-melahang je beli mejalan

  E        B
Sabar...sabar...
     C#m              G#m
Jani adi bebas nyalanang hidup
A                    G#m   B
Bebas ngalih penggantin beli

              A
Adi sing dadi nyesel
              G#m
Beli sing dadi nyesel
              A
Adi sing dadi nyesel
     B
Buin mani

              A
Adi sing dadi nyesel
              G#m
Beli sing dadi nyesel
              A
Adi sing dadi nyesel
     B   E
Buin mani"
0,Harmonia,Harmonia Sehidup Semati,"E              A
Sekat ketemu beli
       C#m                        B
Tumben jani tiang ngerasayang tresna
E                   A
Yadiastun anak ngorahang
      C#m
Ragan tiang tusing pantes buat beli

  A               B
Depang suba anak ngadanin
      E    B      C#m
Tiang tusing peduli
        A                   B
Ne penting tresnan tiang tulus
                   E B
Wantah kapining beli


[REFF]

         E                   B
Suksma beli, sampun nerima tiang 
       C#m                   G#m
Suksma beli, sampun nresnain tiang
    A                 E
Terima je lele melah tiange
                 B
Lan kurangan  tiang

         G                   D
Suksma adi, sampun nerima beli 
       E#m                   Bm
Suksma adi, sampun nresnain beli
    C                 G
Terima je lele melah beline
                 D
Lan kurangan  beli

          G                     D
Jalanang tresna ne sehidup semati
        Em                  Bm
Da buin ada rasa ragu di hati
     C
Hidup mati beline
        G                D
Wantah adi ne asiki di hati

[REFF]

         E                   B
Suksma beli, sampun nerima tiang 
       C#m                   G#m
Suksma beli, sampun nresnain tiang
    A                 E
Terima je lele melah tiange
                 B
Lan kurangan  tiang

          G                     D
Jalanang tresna ne sehidup semati
        Em                  Bm
Da buin ada rasa ragu di hati

"
89,D'Ubud Band,D'Ubud Band Gantung,"E                           
Dibi sanja SMS beli 
               G#m
kok sing bales adi
         A
Ento ngaenang beli
                     E
Curiga teken ragan adi

E                                             
Dibi sanja peraaan beli 
                   G#m 
ngorang janggal di ragan adi
        A    
Ento ngaenang beli
                     E
Curiga teken ragan adi

F#m            G#m
Apa saja iraga metunangan
A              Am
Apa saja iraga pada ngelahang

[REFF 2x]
       E
De gantunge teresnan beli
            G#m
De gantunge rasa sayang beli
                A
Tusing kene carane
               E B
Pelih kene carane

      E              
Tusing biasane sekat jani 
               G#m
adi sesai ngelidang beli
            A
Ngalih pelih-pelih beli
            E
Beli sing ngerti

F#m            G#m
Apa saja iraga metunangan
A              Am
Apa saja iraga pada ngelahang

[REFF 2x]
  
       E
De gantunge teresnan beli
            G#m
De gantunge rasa sayang beli
                A
Tusing kene carane
               E B
Pelih kene carane

[MELODI] 
  E G#m AE B 
  E G#m AE B 
  E

E
Dibi sanja SMS beli
               G#m
Kok sing bales adi"
