,artiss,juduls,chords
10,"
Chord Made Gimbal - Sorry Made
","
Chord Made Gimbal - Sorry Made
","






INTRO : C G Am F (3x)

C                                      G
...yening harus tiang mewali
                               Am
keto raoes Made ne jani
                                   F
kapining tiang, ane suba sakitin Made

C                                     G
...di pelih Made ne ngalahin
                            Am
tresnan tiang ne sujati
                            F
ane tulus nyayangin ragan Made

Reff:
                 C
sorry Made...
                 G
sorry Made...
                Am
sorry Made...
F
...............

C                                     Am
...kenangan pait manis ipidan
                                           F
dugas iraga nu di kost-kost'an
                                D
aduh Made...dadi kenangan terindah

Reff:
                 C
sorry Made...
                 G
sorry Made...
                Am
sorry Made...
            F
dadi kenangna terindah

INT  : C G Am F (2x)
...........................

sumber : https://singnawanglagubali.blogspot.com




































"
11,"
Chord Ray Peni - Sing Ada Ubadne
","
Chord Ray Peni - Sing Ada Ubadne
","





INTRO
  C G Am F G C (3x)

C G    Am F G C
Beli sayang
C     G        Am
Nang ja pirengang
   F        G      C
Ne jani tiang metembang

C      G                Am
Numpahang rasa rindu di hati
     F                 G
Tuah kapining beli...oohoooo

Ne jani suba magedi

C                  G
Mula saja yen rasa rindu
                Am
Suba mangoda hati
              F        G         C
Uyang paling mula sing ada ubad ne

        G
Sejaba ketemu
             Am
Numpahang rindu
            F        G         C
Rindu rindu kapining idaman hati

C G      Am F G C
Beli sayang
C  G    Am
Dija ke jani
   F       G        C
Ragan beli ne menongos

C   G            Am
Adekeh ditu beli rasayang
      F                   G
Cara ane rasayang tiang oohoooo
                  C
rindu setengah mati

                   G
Dadi hati beli magedi
     Am           F     G       C
Haaaaaa ngalahin tiang dini pedidi
                        G
Sumpah mati tiang sing ada
          Am
Ngelah keneh
  G            C
Naduang tresnane

Am                  G
Liu saja truna ne mabukti
Am                    G
melet makatang tresna tiange
Am                   G
Nanging beli a siki ada di hati
       Am                     G
Puniki mewali beli gelis mewali

           F    G
Sing sanggup tiang
      F              C
Buin naenang rasa rindu

C      G   Am      F      G   C
Sujati ne beli nu tresna ken adi
C       G        Am
Kadung suba kaliwat
      F     G     C
Sakit hatin beli ne

     F                G
Mirengan reraman adi ne
      F               G
Ngeraos manyelekan beli
     F           G
Ngorahang beli tusing pantes
      F       G    C
Mesanding ngajak adi
           F  G       C
Sawireh beli Jatma tuara

C G     Am F G C
Beli sayang
C  G       Am
Rasa sing ngidang
      F        G     C
Tiang hidup buka kakene
C     G         Am
Bes keliwat manis rasayang
   F       
Kenangan ne pidan
    G                     C
Ohooo nugas iraga metunangan

C                  G
Mula saja yen rasa rindu
                Am
Suba mangoda hati
              F        G         C
Uyang paling mula sing ada ubad ne

        G
Sejaba ketemu
             Am
Numpahang rindu
            F        G         C
Rindu rindu kapining idaman hati

C                  G
Mula saja yen rasa rindu
                Am
Suba mangoda hati
              F        G         C
Uyang paling mula sing ada ubad ne

        G
Sejaba ketemu
             Am
Numpahang rindu
            F        G         C
Rindu rindu kapining idaman hati 

C                  G
Mula saja yen rasa rindu
                Am
Suba mangoda hati
              F        G         C
Uyang paling mula sing ada ubad ne

        G
Sejaba ketemu
             Am
Numpahang rindu
            F        G         C
Rindu rindu kapining idaman hati

C                  G
Mula saja yen rasa rindu
                Am
Suba mangoda hati
              F        G         C
Uyang paling mula sing ada ubad ne

        G
Sejaba ketemu
             Am
Numpahang rindu
            F        G         C
Rindu rindu kapining idaman hati




































"
12,"
Chord Oney Band - De Munju Munju
","
Chord Oney Band - De Munju Munju
","





G                                    D
De munju munju mare beli ngorang rindu
De nyampah nyampahang
                       C
Mare beli ngorang sayang
                                 D
Sujati uli pidan beli demen jak adi
                             G
Nanging beli sing bani nekedang

G                                    D
De nyaru nyaru yening demen ngajak beli
Demi adi, sumpah mati,
                    C
Cinta mati, sayang adi, rindu adi
                        D
Yening adi bani nolak beli
                            G
Beli lakar ngemasin bunuh diri

 INTRO
  G D C D (2x)

G          D            C
De gedeg nah, de pedih nah
         D             G
Yening beli jujur jak adi
G             D             C
Tujuan beli nelpon, sms-an adi
            D                   G
Nak uli mekelo beli demen jak adi

 INTRO
  G D C D

G          D          C
Mekenyem nah mekejit nah
          D               G
Yening beli teke ke umah adi

G               D
Yening adi nyebeng
              C
Yen adi cemberut
             D                         G
Caket bibih beline lakar ngucapang tresne

G                                    D
De munju munju mare beli ngorang rindu
De nyampah nyampahang
                       C
Mare beli ngorang sayang

                                D
Sujati uli pidan beli demen jak adi
                             G
Nanging beli sing bani nekedang

G                                    D
De nyaru nyaru yening demen ngajak beli
Demi adi, sumpah mati,
                    C
Cinta mati, sayang adi, rindu adi
                        D
Yening adi bani nolak beli
                            G
Beli lakar ngemasin bunuh diri

G             D                  C
Adi mekenyem sambilang nekep bibih
            D
Ciri belinu ngelah harepan
G                  D
Yening adi sanggup ngenyakin beli
C                       D
Satu kata ne penting beli ucapkan
    G
Makasi......

G                   D
De mandang beli bocok
                   C
De mandang beli lacur
                   D
Ne penting keneh beli
                  G
Seken seken jak adi

G                     D
De mandang beli uli joh
                       C
De mandang beli kampungan
                    D
Ne penting beli ngidang
                 G
Ngaenang adi bagia

 INTRO
  G D C D (2x)

G          D          C
Mekenyem nah mekejit nah
          D               G
Yening beli teke ke umah adi

G               D
Yening adi nyebeng
              C
Yen adi cemberut
             D                         G
Caket bibih beline lakar ngucapang tresne

G                                    D
De munju munju mare beli ngorang rindu
De nyampah nyampahang
                       C
Mare beli ngorang sayang

                                D
Sujati uli pidan beli demen jak adi
                             G
Nanging beli sing bani nekedang

G                                    D
De nyaru nyaru yening demen ngajak beli
Demi adi, sumpah mati,
                    C
Cinta mati, sayang adi, rindu adi
                        D
Yening adi bani nolak beli
                            G
Beli lakar ngemasin bunuh diri

G             D                  C
Adi mekenyem sambilang nekep bibih
            D
Ciri belinu ngelah harepan
G                  D
Yening adi sanggup ngenyakin beli
C                       D
Satu kata ne penting beli ucapkan
    G
Makasi......

G             D                  C
Adi mekenyem sambilang nekep bibih
            D
Ciri belinu ngelah harepan
G                  D
Yening adi sanggup ngenyakin beli
C                       D
Satu kata ne penting beli ucapkan
    G
Makasi......

G                   D
De mandang beli bocok
                   C
De mandang beli lacur
                   D
Ne penting keneh beli
                  G
Seken seken jak adi

G                     D
De mandang beli uli joh
                       C
De mandang beli kampungan
                    D
Ne penting beli ngidang
                 G
Ngaenang adi bagia

 OUTRO
   G D C D (2x




































"
13,"
Chord Dewi Carangsari - Tusing Suud Metimpal
","
Chord Dewi Carangsari - Tusing Suud Metimpal
","





 INTRO
  D G D A
  Bm F#m G A

     D                F#m
Suud matunangan, suud mademenan
     G           A  D
Boya suud raga matimpal
      D                  Em
Mirib tusing jodoh amone semayane
       G            A    D   A
Tusing ngidang buin lanturang

       D
Sing ngidang ngengsapang
       F#m
Sing ngidang ngilangang
     G                A  D
Beli singgah di hatin tiang

      D
Ngaba crita tresna
       Em
Ane dadi kenangan
  G         A   D
Iraga taen mademenan

                      G
Pengidih tiang lan ja jani biasang
                 D
Patute metakon ketemu di jalan
                     Em
Apa buin bli kal ngajak SMS-an
G           A
Lan jani biasang

 REFF

D
Yen suud matunangan
A                 D
Boya ja suud metimpal
        Em
Nanging yen metimpale
G       A         D
Tusing misi mademenan

 INTERLUDE

  D G Bm A
  D G D A
  Bm F#m G A

       D
sing ngidang ngengsapang
       F#m
sing ngidang ngilangang
     G                A  D
Beli singgah di hatin tiang

      D
Ngaba crita tresna
       Em
Ane dadi kenangan
  G         A   D
Iraga taen mademenan

                      G
Pengidih tiang lan ja jani biasang
                 D
Patute metakon ketemu di jalan
                     Em
Apa buin bli kal ngajak SMS-an
G           A
Lan jani biasang

D
Yen suud matunangan
A                 D
Boya ja suud metimpal
        Em
Nanging yen metimpale
G       A         D  A
Tusing misi mademenan

     D
Yen suud matunangan
A                 D
Boya ja suud metimpal
        Em
Nanging yen metimpale
G       A         D 
Tusing misi mademenan

 OUTRO

  D G A D




































"
14,"
Chord KIS Band - FullMoon
","
Chord KIS Band - FullMoon
","





Intro : G

   G             G/F#
Angin malam menyapaku
   Em                C
Seiring waktu kucium bibirmu
   G        G/F#
Ada bintang dimatamu kau berbisik
       C
Jangan tinggalkan aku
          D    C        D            C
Pelan kau berkata malam ini aku milikmu

 REFF

G                   G/F#
Masih ingatkah kamu saat kau rebah di bahuku
    Em                    C
Ku mainkan gitarku kau bernyanyi untukku
G                           G/F#
Fullmoon itu berlalu tapi ku ingin tetap denganmu
     Em                      C
Akan slalu kutunggu fullmoon depan
   G   G/F#
Semoga lagi bersamamu berada di dekatmu

Em       C
Hal terindah di dalam hidupku
G G/F#
Senyummu katakan sesuatu
Em      C
Bahasa tubuhmu meyakinkanku
          D    C        D            C
Pelan kau berkata malam ini aku milikmu

 REFF

G                   G/F#
Masih ingatkah kamu saat kau rebah di bahuku
    Em                    C
Ku mainkan gitarku kau bernyanyi untukku
G                           G/F#
Fullmoon itu berlalu tapi ku ingin tetap denganmu
     Em                      C
Akan slalu kutunggu fullmoon depan
   G   G/F#
Semoga lagi bersamamu berada di dekatmu

G/F#      Em C
Semoga engkau ada waktu
Em      C       G       G/F#
Kita seakan terbang melewati awan
Em       C       G  G/F#
Kita larut dan tenggelam
Em      C     G          D
Mimpiku semua telah menjadi nyata

    C
And I will, will love you forever
Em    C
........I will always love you
Em    D
........Will loveyou forever

 INTERLUDE
   G G/F# Em C (2x)

          D    C        D            C
Pelan kau berkata malam ini aku milikmu

 REFF

G                        G/F#
Masih ingatkah kamu .. uuwoo...
   Em     C
saat kau rebah di bahuku..uuuwoo...
   G   G/F#
Fuulmoon itu berlalu.. uuuwoo...
    Em                           C
Tapi ku ingin tetap denganmu.. uuuwoo...

 REFF

G                   G/F#
Masih ingatkah kamu saat kau rebah di bahuku
    Em                    C
Ku mainkan gitarku kau bernyanyi untukku
G                           G/F#
Fullmoon itu berlalu tapi ku ingin tetap denganmu
     Em                      C
Akan slalu kutunggu fullmoon depan

   G G/F#
Semoga lagi bersamamu
      Em C
Semoga engkau ada waktu





































"
15,"
Chord Ray Peni - Ampurayang
","
Chord Ray Peni - Ampurayang
","






INTRO 

   G C D



G             C         D

Sing kene ban ngorahang ape

G          C          D

Hidup di jaman kali yuga

G              C             D

Buta kala ngerangsukin angga sarira

            C

Solah manusane

G

Setate

            D

Ngulurin indriya



G            C         D

Sing taen takut karma pala

G           C              D

Pipis dadi ukuran menyama braya

G                    C          

Setate ngae hidup timpale sengsara

          C

Mesuryak lege

    G

Yen sube

          C              D

Nepuk timpal nemu sengkala



 REFF 



    G                C            D

Ken kenang lakar ngajegang gumi Baline

G     D        C        D

Nu medasar ban keneh iri ati



G       D             C          Em

Yadnya suci katur ring Bhatara sami

          C           G

Suara kul-kule me klentung

   C         D

Cihne karya agung

                           G

Di Jaba tajene sing taen suung



G              C         D

Sing kene ban ngorahang ape

G          C         D

Hidup di jaman kali yuga



G            C             D

Artha brana mule ane jani kuasa

          C

Sing je merasa

         G

Ento mekejang

C              D

Peponganan di sekala



G            C         D

Sing taen takut karma pala

G           C              D

Pipis dadi ukuran menyama braya



G            C              D

Tutur anak tua sube sing kanggo

               C

Jeg nganggoang kita

           G

Merasa kin bisa

C                     D

Laba pura anggo prakara



 REFF 



    G                C            D

Ken kenang lakar ngajegang gumi Baline

G     D        C        D

Nu medasar ban keneh iri ati



G       D             C          Em

Yadnya suci katur ring Bhatara sami

          C           G

Suara kul-kule me klentung

   C         D

Cihne karya agung

                           G

Di Jaba tajene sing taen suung



 MELODI 

  G C D



G             C         D

Sing kene ban ngorahang ape

G          C          D

Hidup di jaman kali yuga

G              C             D

Buta kala ngerangsukin angga sarira

            C

Solah manusane

G

Setate

            D

Ngulurin indriya



G            C         D

Sing taen takut karma pala

G           C              D

Pipis dadi ukuran menyama braya



G            C              D

Tutur anak tua sube sing kanggo

               C

Jeg nganggoang kita

           G

Merasa kin bisa

C                     D

Laba pura anggo prakara



     G               C             D

Ken kenang lakar ngajegang gumi baline

G           D             C          D

Nyen nu ngajeng, ngajeng timpal patu



G       D             C          Em

Yadnya suci katur ring Bhatara sami

          C           G

Suara kul-kule me klentung

   C         D

Cihne karya agung

                      G

Pamedek sami ngiring melalung





D  C          D               G  C D G

...Pamedek sami melah lan luung........




































"
16,"
Chord Lolot - Galungan dan Kuningan
","
Chord Lolot - Galungan dan Kuningan
","




INTRO
  Em C G D (2x)
  Em C Em C D

      Em            C
Rahajeng Galungan Kuningan
      G                   D
Majeng ring semeton sami sane wangiang titiang
      Em               C
Ngaturang suksma ring manah
      G                          D
Majeng ring Sang Hyang Widhi Wasa sane sampun
           Em               C
Ngicenin galah sane pinih becik

     G               D
Antuk iraga sami tetep ngrastiti bakti
Em        C          G
Nunas pemargi selantang tuuh iraga
       D                  Em
Ne ngurip tuah nyalanin dharma

 INTRO
  Em C G D (2x)

       Em                C
Ampurayang antuk iwang titiang
     G                      D
Baos pikeneh lan laksanan titiange
         Em              C
sane nenten manut ring manah
    G                     D
Akeh galah antuk dewek titiang pacang melajah
Em       C       G             D
Nunas pemargi kadasarin sastra agamane suci

Em             C         G             D
Ngamelaning dharma mangda stata prasida iraga
             Em
Malajahang dewek

 INTRO
  Em C Em C

 REFF 2x

Em        C                 G
Kawisesan iraga nyalanang dharma
              D            Em
Nenten pacang ical antuk adharma
Em         C               G
Kawisesan iraga nambakin indria
             D                    Em
Nika dados anggen tamian ten nemu sengkala

 MELODI
   Em C G D (2x)
   Em C (4x)

 REFF 2x

Em        C                 G
Kawisesan iraga nyalanang dharma
              D            Em
Nenten pacang ical antuk adharma
Em         C               G
Kawisesan iraga nambakin indria
             D                    Em
Nika dados anggen tamian ten nemu sengkala

             C               G
Rahajeng Galungan rahajeng Kuningan
       D             Em
Semeton tiangene makasami
             C               G
Rahajeng Galungan rahajeng Kuningan
       D                 Em
Tetepang iragane ngrastiti bhakti

Em              C
Mangda landuh jagat sami
          G              D
Ngarestiti bhakti nemu rahayu Iragane makasami
Em                C
Mangda landuh jagat sami
            G
Mangda stata santi
          D                Em
Selantang tuuh iragane ngurip

 OUTRO
   Em C G D (2x)
   Em




































"
17,"
Chord Join Kopi - Megocekan
","
Chord Join Kopi - Megocekan
","





Am                      F
dina ne jani nemu dewase ayu
     C                                G
Astungkara pemargi tiang rahayu
Am                           F
tusing je engsap tiang ngaturang bakti
       C                         G
nunas ica apang polih rejeki

                   Am             F
hoo..uwo..uwo..oo.....ooo
         C          G
ooooww...oow.....
                   Am             F
hoo..uwo..uwo..oo.....ooo
         C          G
ooooww...oow.....

Am                          F
ked digalangan tiang ngalih tegakan
       C                          G
gejar gejir naning boya nentenin
Am                          F
siap kancingan tiang sampun sayaga
          C                 G
nyaluk taji tur lakar mepalu

Am
...anjiit...
F
...makirig...
C
...saya...
G
tek...tek...tek

Reff:
Am
sal...gasal...gasal...
   F
de asal memunyi
C
min...nemin...nemin
     G
mai nemine nutur

Am
pang...dapang...dapang
      F
depang beli kene
C
cok...kecok...kecok
                G                          Am
yen be kalah..peluhe nyerokcok

Am
sing dadi nyebeng luh
sing dadi ngambul luh
     F
yen beli kalah luh
                              C             G
luh harus tetep kenyem...kenyem
(kenyemin luh)

Am
yen beli menang luh
mai ke salon luh
    F
direbonding je luh
                     C
manipadi je iluh
   G
ditu....


sumber : https://singnawanglagubali.blogspot.com





































"
18,"
Chord Matanai Band - Sing Punyah Sing Mulih
","
Chord Matanai Band - Sing Punyah Sing Mulih
","





Intro : Em    D   (4x)
          Bm

               Em
Ija ambin mulih tembok bolong

               EmIja ambin mulih tembok bolong

                      D              EmLong long ne sai mekunci

          D                  EmIja ke nginep ibi sanja

                Em              F                     EmDitu ditu cang, tusing taen ngoyong jumahReff
          Em                           F                  EmJalanang jalanang jalanang dogen hidupe

          Em                           F                  EmJalanang jalanang jalanang dogen hidupe

EmDa ngerambang ne jani

EmDe ngerambang bin mani            Em                                    F        EmSing punyah sing mulih to mula hobi beline

            Em                                    F        EmSing punyah sing mulih mula hobi belineInterlude : Em   D   (4x)


                  Bm

                  Em...

                  D   Em  D  Em

                  Em  F  Em  Bm



               Em
Ija ambin mulih tembok bolong

               EmIja ambin mulih tembok bolong

                      D              EmLong long ne sai mekunci

          D                  EmIja ke nginep ibi sanja

                Em              F                     EmDitu ditu cang, tusing taen ngoyong jumah* Kembali ke REFF




Melodi : Em  Am  C  D  Em  Bm

               Em  D  C  D  Em  Bm

               Em
Ija ambin mulih tembok bolong

               EmIja ambin mulih tembok bolong

                      D              EmLong long ne sai mekunci

          D                  EmIja ke nginep ibi sanja

                Em              F                     EmDitu ditu cang, tusing taen ngoyong jumah
* Kembali ke REFF




































"
19,"
Chord Made Gimbal - Liligundi
","
Chord Made Gimbal - Liligundi
","






Intro :  Am
         Am  Bm  C  Am  G


Em
Diastun bulan bintang

Em
Sinar ne mesunar galang

Bm
Peteng dedet kanti tiang uyak tain jaran


C
Balang sangit liu gati

C
Dugas tiang nganggurin adi

Am
Nanging lacur adi nolak tresnan bli


Em
Jampi pelet jaran guyang

Em
Ane baang pekak ipidan

Bm
Sing ngeleklek di zaman ne care jani


C
Kalah teken pelet jepang

C
Merek Honda, Yamaha, Suzuki

Am   G
Ape buin pis cash di tabungan mandiri


Intro :  Am  Bm  C  Am  G


Am
Bajang-bajang care jani

Am
Liunan ngalih komisi

Bm
Demen teken anak bagus buin medasi


C
Ape buin panak pejabat

C
Ane demen korupsi

Am   G
Sesai ngbe mercy, ferrari, lamborghini


D    Em
Keto idupe jani

C    G
Jeg mekejang materi

D    Em
Keto idupe jani

C    G
Tresna mase materi


Am
Lila lilu lila lideng

Am
Adu liu ngae gendeng

Bm
Liu pesan jatma ne jani ngelaleng


C
Care mate tabrak ureng

C
Pejalan tiang memeteng

Am   G
Semeng semeng sube minum arak berem


Am
Lili gundi abut abut

Am
Mue tipis care sangut

Bm
Kalang kabut jani tiang sube kerud


C
Care tundun kene pecut

C
Bodi krempeng pesu entut

Am   G
Tendas pengeng jeg mekita nyagur bungut


D    Em
Keto idupe jani

C    G
Jeg mekejang materi

D    Em
Keto idupe jani

C    G
Tresna mase materi




































"
20,"
Chord Made Gimbal - Gelandangan
","
Chord Made Gimbal - Gelandangan
","





Intro :  C  G  D  Em
         C  G  D


G   Em   Bm
Kulit selem bek nges misi tato

G   Em   Bm
Mebok gondrong sing taen kene sampo

C   G
Semengan minum tuak

C   G   D
Mesebeng state galak


G   Em   Bm
Depang sube jani anak ngorahang

G   Em   Bm
Lacur tiang idup dadi gelandangan

C   G
Semengan minum tuak

C   G   D
Mesebeng state galak


C   Bm   Em
Idup di mercepada sube peduman

Bm   Am   G
Ane ne kene ada mase ne keto

C   Bm   Am
Idup di mercepada sube peduman

Bm   C   G
Jalan gelahang apang tusing meuyutang




































"
21,"
Chord Ary Kencana - Cinta Mati
","
Chord Ary Kencana - Cinta Mati
","








#Intro

C#m  B  E 2x

C#m  B  A  B



  E                       C#m

iluh kenken carane

    A                   B

beli nekedin sayang

                  E               C#m

nekedin rindu ngajak iluh

A                    B  

dot keneh beline 

       E                        C#m

nanging kimud nuturang

   B                 E     B

tiang sayang iluh





  E                       C#m

iseng beli menyurat

  A                     B

iluh pirengin jani

                 E                 C#m

rintihan hati curahan beli

      A                 B

suara luluhan hati

        E                   C#m

mangda iluh simpati

   B                E

tiang tresna iluh





#Reff

    C#m  A

Edot pesan beline 

E                     C#m        

ngelahan sang pujaan hati

E             B             A

sekadi dewi paras iluh



     C#m    A

O..luh wales beline

E               C#m        

tegarang olasin jani

E                B             A   B

tresnane beli cinta mati 



    E       B              C#m    B

Beli tresna ngajak iluh

    E       B               C#m   B A  B 

Beli sayang ngajak iluh



#Melodi


C#m  B  E 2x

C#m  B  A  B





  E                       C#m

iseng beli menyurat

  A                     B

iluh pirengin jani

                 E                 C#m

rintihan hati curahan beli

      A                 B

suara luluhan hati

        E                   C#m

mangda iluh simpati

   B                E

tiang tresna iluh







#Reff

    C#m  A

Edot pesan beline 

E                     C#m        

ngelahan sang pujaan hati

E             B             A

sekadi dewi paras iluh



     C#m    A

O..luh wales beline

E               C#m        

tegarang olasin jani

E                B             A   B

tresnane beli cinta mati 





    C#m  A

Edot pesan beline 

E                     C#m        

ngelahan sang pujaan hati

E             B             A

sekadi dewi paras iluh



     C#m    A

O..luh wales beline

E               C#m        

tegarang olasin jani

E                B             A   B

tresnane beli cinta mati 





    E       B              C#m    B

Beli tresna ngajak iluh

    E       B               C#m   B A  B 

Beli sayang ngajak iluh




C#m  B  E



sumber : http://sob-tutorial.blogspot.co.id




































"
